http://www.wikidata.org/entity/Q909	http://www.wikidata.org/entity/Q7462772
http://www.wikidata.org/entity/Q5878	http://www.wikidata.org/entity/Q1977971
http://www.wikidata.org/entity/Q5878	http://www.wikidata.org/entity/Q10340612
http://www.wikidata.org/entity/Q16867	http://www.wikidata.org/entity/Q81622533
http://www.wikidata.org/entity/Q34136	http://www.wikidata.org/entity/Q83640535
http://www.wikidata.org/entity/Q7259	http://www.wikidata.org/entity/Q78235003
http://www.wikidata.org/entity/Q35610	http://www.wikidata.org/entity/Q81629203
http://www.wikidata.org/entity/Q7604	http://www.wikidata.org/entity/Q11871677
http://www.wikidata.org/entity/Q42511	http://www.wikidata.org/entity/Q84355987
http://www.wikidata.org/entity/Q58720	http://www.wikidata.org/entity/Q83322653
http://www.wikidata.org/entity/Q61682	http://www.wikidata.org/entity/Q84769192
http://www.wikidata.org/entity/Q63232	http://www.wikidata.org/entity/Q17144224
http://www.wikidata.org/entity/Q57386	http://www.wikidata.org/entity/Q6962510
http://www.wikidata.org/entity/Q64587	http://www.wikidata.org/entity/Q80329115
http://www.wikidata.org/entity/Q71112	http://www.wikidata.org/entity/Q80426761
http://www.wikidata.org/entity/Q69755	http://www.wikidata.org/entity/Q85266938
http://www.wikidata.org/entity/Q67216	http://www.wikidata.org/entity/Q30300115
http://www.wikidata.org/entity/Q67216	http://www.wikidata.org/entity/Q30304383
http://www.wikidata.org/entity/Q67216	http://www.wikidata.org/entity/Q30304384
http://www.wikidata.org/entity/Q67216	http://www.wikidata.org/entity/Q55645190
http://www.wikidata.org/entity/Q67216	http://www.wikidata.org/entity/Q56419998
http://www.wikidata.org/entity/Q67216	http://www.wikidata.org/entity/Q79955680
http://www.wikidata.org/entity/Q67216	http://www.wikidata.org/entity/Q80181443
http://www.wikidata.org/entity/Q67216	http://www.wikidata.org/entity/Q80182180
http://www.wikidata.org/entity/Q67216	http://www.wikidata.org/entity/Q80183026
http://www.wikidata.org/entity/Q67216	http://www.wikidata.org/entity/Q80189717
http://www.wikidata.org/entity/Q67216	http://www.wikidata.org/entity/Q80189835
http://www.wikidata.org/entity/Q67216	http://www.wikidata.org/entity/Q80190106
http://www.wikidata.org/entity/Q67216	http://www.wikidata.org/entity/Q80190280
http://www.wikidata.org/entity/Q67216	http://www.wikidata.org/entity/Q80190480
http://www.wikidata.org/entity/Q67216	http://www.wikidata.org/entity/Q80190644
http://www.wikidata.org/entity/Q67216	http://www.wikidata.org/entity/Q80191687
http://www.wikidata.org/entity/Q67216	http://www.wikidata.org/entity/Q80191982
http://www.wikidata.org/entity/Q77280	http://www.wikidata.org/entity/Q5968455
http://www.wikidata.org/entity/Q72334	http://www.wikidata.org/entity/Q83044099
http://www.wikidata.org/entity/Q78492	http://www.wikidata.org/entity/Q84081565
http://www.wikidata.org/entity/Q76519	http://www.wikidata.org/entity/Q80191832
http://www.wikidata.org/entity/Q77862	http://www.wikidata.org/entity/Q81601306
http://www.wikidata.org/entity/Q77862	http://www.wikidata.org/entity/Q81601432
http://www.wikidata.org/entity/Q77862	http://www.wikidata.org/entity/Q81601554
http://www.wikidata.org/entity/Q77862	http://www.wikidata.org/entity/Q81607853
http://www.wikidata.org/entity/Q76918	http://www.wikidata.org/entity/Q78131573
http://www.wikidata.org/entity/Q77012	http://www.wikidata.org/entity/Q12367722
http://www.wikidata.org/entity/Q83566	http://www.wikidata.org/entity/Q8352429
http://www.wikidata.org/entity/Q92908	http://www.wikidata.org/entity/Q80342315
http://www.wikidata.org/entity/Q92942	http://www.wikidata.org/entity/Q7756370
http://www.wikidata.org/entity/Q96144	http://www.wikidata.org/entity/Q82707077
http://www.wikidata.org/entity/Q103848	http://www.wikidata.org/entity/Q84067734
http://www.wikidata.org/entity/Q113659	http://www.wikidata.org/entity/Q58021395
http://www.wikidata.org/entity/Q113669	http://www.wikidata.org/entity/Q79743791
http://www.wikidata.org/entity/Q113669	http://www.wikidata.org/entity/Q79747460
http://www.wikidata.org/entity/Q113669	http://www.wikidata.org/entity/Q79747465
http://www.wikidata.org/entity/Q113669	http://www.wikidata.org/entity/Q79962623
http://www.wikidata.org/entity/Q113669	http://www.wikidata.org/entity/Q79963053
http://www.wikidata.org/entity/Q113669	http://www.wikidata.org/entity/Q79963259
http://www.wikidata.org/entity/Q110971	http://www.wikidata.org/entity/Q81631830
http://www.wikidata.org/entity/Q110971	http://www.wikidata.org/entity/Q81631996
http://www.wikidata.org/entity/Q110971	http://www.wikidata.org/entity/Q81646018
http://www.wikidata.org/entity/Q110971	http://www.wikidata.org/entity/Q81646161
http://www.wikidata.org/entity/Q110971	http://www.wikidata.org/entity/Q81646791
http://www.wikidata.org/entity/Q110971	http://www.wikidata.org/entity/Q81647059
